acc_x, acc_y, angular_z, stamp, 
0.03211444616317749, -0.007229447364807129, -5.928236548362612e-05, 1696622167496456573, 
0.02313363552093506, 0.0071457624435424805, -9.836511069049113e-05, 1696622167503841630, 
0.01958012580871582, -0.025157511234283447, -7.307503165159327e-05, 1696622167513833514, 
0.030270040035247803, -0.023283183574676514, -7.031865623290973e-05, 1696622167524217065, 
0.021229028701782227, 0.009092569351196289, -7.546996591887495e-05, 1696622167533842510, 
-0.014709711074829102, 0.00015038251876831055, -7.030876168524938e-05, 1696622167544280507, 
-0.02021855115890503, 0.00739288330078125, -7.67834108386921e-05, 1696622167553789819, 
-0.016586661338806152, -0.017704010009765625, -7.367245754230811e-05, 1696622167563751243, 
-0.021943867206573486, -0.006862938404083252, -6.155020817985029e-05, 1696622167575674560, 
-0.02721273899078369, 0.009335100650787354, -9.124418152484531e-05, 1696622167583717623, 
-0.025338172912597656, 0.02013009786605835, -7.312138105447352e-05, 1696622167593754124, 
0.005295395851135254, 0.0003808140754699707, -7.324626975722401e-05, 1696622167603722654, 
0.0053670406341552734, 0.007564365863800049, -7.342163188136025e-05, 1696622167613718114, 
0.01623636484146118, 0.021887242794036865, -7.006970861511119e-05, 1696622167624191725, 
0.055705726146698, 0.011063933372497559, -7.75231267337147e-05, 1696622167633658355, 
0.04301953315734863, -0.014101624488830566, -7.260675044534381e-05, 1696622167643663376, 
0.012366712093353271, -0.030241549015045166, -6.055229719558175e-05, 1696622167655783192, 
0.015842914581298828, 0.0038970112800598145, -9.396700698076043e-05, 1696622167663593196, 
0.012126028537750244, 0.005696475505828857, -7.319949345198639e-05, 1696622167673618983, 
-0.03825497627258301, 0.007492363452911377, -7.34801529493714e-05, 1696622167683606477, 
-0.022075772285461426, 0.0002911090850830078, -7.315096021665834e-05, 1696622167693638915, 
-0.027498304843902588, -0.0014963150024414062, -7.223265332801347e-05, 1696622167703798898, 
-0.027393460273742676, -0.0158575177192688, -7.511564421356642e-05, 1696622167713568933, 
-0.03631335496902466, 0.005716562271118164, -7.35969461616397e-05, 1696622167723540576, 
-0.01820814609527588, 0.014679431915283203, -5.820778502421969e-05, 1696622167736148554, 
0.0034267306327819824, 0.021826863288879395, -9.822942051170963e-05, 1696622167743543813, 
0.02327132225036621, 0.012781679630279541, -7.339365725457152e-05, 1696622167753492319, 
0.03405869007110596, -0.00701981782913208, -7.282842540993622e-05, 1696622167763518036, 
0.046574950218200684, -0.028572499752044678, -7.315956572009704e-05, 1696622167773447453, 
0.01772969961166382, -0.01776188611984253, -7.230336537091374e-05, 1696622167783545975, 
0.008731365203857422, 0.012760519981384277, -7.362570492493303e-05, 1696622167793513723, 
-0.011162996292114258, 0.0002116560935974121, -7.422153244618242e-05, 1696622167803401453, 
-0.03090006113052368, -0.03206914663314819, -7.298802720843463e-05, 1696622167823511125, 
-0.05418741703033447, -0.006856799125671387, -8.135803752708141e-05, 1696622167832531531, 
-0.03064405918121338, 0.01650714874267578, -6.768794442137226e-05, 1696622167843373678, 
0.00716930627822876, 0.01651477813720703, -7.283189348002858e-05, 1696622167853347770, 
-0.005278825759887695, 0.00034946203231811523, -6.956321554841882e-05, 1696622167863844084, 
-0.008768796920776367, 0.020082712173461914, -7.616029043889787e-05, 1696622167873382283, 
0.03443348407745361, 0.01822453737258911, -7.326475819548712e-05, 1696622167883348292, 
0.032559990882873535, -0.010525286197662354, -6.30164820462615e-05, 1696622167894875942, 
0.045170724391937256, 0.0037822723388671875, -8.666220835236625e-05, 1696622167903258279, 
0.03245282173156738, -0.003420591354370117, -7.285038592141101e-05, 1696622167913280973, 
0.02876126766204834, -0.04111415147781372, -7.349706692765032e-05, 1696622167923215480, 
-0.001963317394256592, 0.0002435445785522461, -7.128737305803631e-05, 1696622167933457926, 
-0.03434568643569946, 0.003855884075164795, -7.002973459637397e-05, 1696622167943937509, 
-0.03980356454849243, 0.0038886070251464844, -7.788291114923638e-05, 1696622167953360403, 
-0.04145437479019165, -0.0015041232109069824, -7.012967188450011e-05, 1696622167963771933, 
-0.010871469974517822, 0.021833837032318115, -6.173288003948951e-05, 1696622167975599620, 
5.7220458984375e-06, 0.014603793621063232, -8.983678481052019e-05, 1696622167983727217, 
-0.012501001358032227, 0.0055841803550720215, -7.314287146927039e-05, 1696622167993709832, 
0.016293764114379883, 0.0019477605819702148, -7.340693079691251e-05, 1696622168003656536, 
0.05568212270736694, 0.007308244705200195, -7.286874841613941e-05, 1696622168013676702, 
0.0018594861030578613, -0.019674479961395264, -7.328682748114466e-05, 1696622168023639706, 
0.026871562004089355, -0.01426607370376587, -7.308284974087921e-05, 1696622168033630518, 
0.04835176467895508, 0.005470931529998779, -7.321276179108383e-05, 1696622168043552718, 
0.03375488519668579, -0.019636094570159912, -6.10401390865889e-05, 1696622168055514633, 
-0.0077155232429504395, -0.003440678119659424, -8.974189821350662e-05, 1696622168063650821, 
-0.03654766082763672, 0.019907474517822266, -7.356881393159949e-05, 1696622168073626274, 
-0.04731255769729614, -0.001651465892791748, -7.340874230751655e-05, 1696622168083623479, 
-0.040120840072631836, -0.010605871677398682, -7.35910397949544e-05, 1696622168093595920, 
0.02099686861038208, 0.01990354061126709, -7.355092489424957e-05, 1696622168103573800, 
0.020985960960388184, 0.028825581073760986, -7.293977252497415e-05, 1696622168113584209, 
0.011935293674468994, 0.017979025840759277, -7.789180235847675e-05, 1696622168122958198, 
-0.0024167299270629883, 0.010694444179534912, -5.5450139173124115e-05, 1696622168136126007, 
0.01185905933380127, 0.01598888635635376, -0.00010959184885376326, 1696622168142788518, 
