acc_x, acc_y, angular_z, stamp, 
0.019178152084350586, 0.012499570846557617, -5.627472391822985e-12, 1696621374245460548, 
0.020927011966705322, 0.00713801383972168, -2.8071302184806003e-12, 1696621374255713806, 
0.015452444553375244, 0.019711077213287354, 3.0701633823617542e-12, 1696621374267708590, 
-0.011543095111846924, 0.016093313694000244, 1.1757000001981332e-11, 1696621374275512116, 
0.009975850582122803, -0.01086336374282837, 8.049259769503886e-12, 1696621374285503680, 
0.026082217693328857, 0.01783055067062378, 3.037859794114686e-11, 1696621374295553249, 
0.022374987602233887, -0.01451098918914795, 3.0009207647609006e-06, 1696621374305484441, 
-0.02436727285385132, -0.01271367073059082, 3.3673092379961395e-11, 1696621374316352861, 
-0.004672050476074219, -0.019860506057739258, 6.629235540260104e-11, 1696621374325469539, 
-0.002875685691833496, -0.030570268630981445, 7.460501087068194e-11, 1696621374335566771, 
-0.03165668249130249, 0.016188621520996094, 6.624292220211427e-11, 1696621374344908728, 
-0.025761723518371582, -9.298324584960938e-06, 0.0, 1696621374355465753, 
0.0028467774391174316, 0.008993864059448242, -0.0009917666151416122, 1696621374365712691, 
0.034844160079956055, 0.025171756744384766, -0.0004541231951873542, 1696621374375490963, 
0.07745128870010376, 0.012498855590820312, 0.0011552513353345368, 1696621374385474277, 
0.3332863450050354, 0.04653662443161011, 0.0044696206830187706, 1696621374396382607, 
0.811869740486145, 0.2276242971420288, 0.01663992336973093, 1696621374404739179, 
2.01420259475708, 0.18255960941314697, 0.023327489668340595, 1696621374414815030, 
2.314195156097412, -0.00545811653137207, 0.02850693166814801, 1696621374424899340, 
1.205661654472351, 0.025550544261932373, 0.03026006131964916, 1696621374434765985, 
0.6123636960983276, -0.11071211099624634, 0.028086405656139617, 1696621374445578850, 
1.5039345026016235, -0.2562939524650574, 0.02772764759622742, 1696621374455570352, 
1.5559680461883545, -0.2690454125404358, 0.019825624113618583, 1696621374464721959, 
1.2565213441848755, -0.16482412815093994, 0.006042682136406698, 1696621374477160383, 
1.0586225986480713, -0.11090636253356934, 0.003313736541679925, 1696621374485425608, 
1.1225041151046753, -0.07549101114273071, 8.47073337903156e-05, 1696621374494662347, 
