x, y, th, stamp, 
-0.7328858971595764, -1.6391563415527344, 0.4236537102844419, 1696621374235167894, 
-0.7328858971595764, -1.6391563415527344, 0.42365346293740963, 1696621374286255468, 
-0.7328858971595764, -1.6391563415527344, 0.4236534866622862, 1696621374337112282, 
-0.7328861951828003, -1.6391562223434448, 0.42365110123561095, 1696621374385309134, 
-0.7312566041946411, -1.638275384902954, 0.4246800357513145, 1696621374434445448, 
-0.7279064655303955, -1.636785626411438, 0.42544923450085725, 1696621374476342522, 
-0.7191683650016785, -1.632864236831665, 0.42461585301703114, 1696621374544204661, 
-0.7104450464248657, -1.6288799047470093, 0.42571901003330276, 1696621374594210860, 
-0.7016783356666565, -1.62521493434906, 0.4260596512854561, 1696621374636182583, 
-0.6893370747566223, -1.6196120977401733, 0.4271376073277716, 1696621374686179576, 
-0.674321711063385, -1.612945318222046, 0.4276759866576392, 1696621374736128916, 
-0.657943069934845, -1.6054586172103882, 0.4284085155273971, 1696621374784282780, 
-0.6393399834632874, -1.5972594022750854, 0.42766088553157616, 1696621374834957770, 
-0.616098940372467, -1.5867526531219482, 0.42753568553507637, 1696621374896172145, 
-0.5971158146858215, -1.5782570838928223, 0.4269306732651005, 1696621374943313977, 
-0.5776363611221313, -1.5694410800933838, 0.4274891198300781, 1696621374993380011, 
-0.5610266327857971, -1.5619874000549316, 0.4277063818951325, 1696621375035170771, 
-0.5412912964820862, -1.5532666444778442, 0.42767552358021044, 1696621375085181113, 
-0.5215717554092407, -1.5443469285964966, 0.4249037056495199, 1696621375135131840, 
-0.5028034448623657, -1.5360157489776611, 0.42408613410266016, 1696621375183161543, 
-0.4834290146827698, -1.5272024869918823, 0.4237612060194874, 1696621375233864254, 
-0.45870310068130493, -1.5160841941833496, 0.4242970634921439, 1696621375295188975, 
-0.4400070905685425, -1.5077630281448364, 0.4230071553371992, 1696621375343311471, 
-0.4206104874610901, -1.4989906549453735, 0.421305337819999, 1696621375393358325, 
-0.4036612808704376, -1.4916603565216064, 0.4207001459568127, 1696621375435186821, 
-0.38409364223480225, -1.482846736907959, 0.4193145564435663, 1696621375485193793, 
-0.3643943667411804, -1.4741944074630737, 0.41839462684453366, 1696621375535138993, 
-0.34454795718193054, -1.4654486179351807, 0.4181443999294138, 1696621375586163690, 
-0.32580870389938354, -1.4571665525436401, 0.4175171458453721, 1696621375632214260, 
-0.300893634557724, -1.4462815523147583, 0.41624832808834245, 1696621375695208674, 
-0.2814071774482727, -1.4377167224884033, 0.4151910797788062, 1696621375746217022, 
-0.26307129859924316, -1.429752230644226, 0.4145803581726291, 1696621375792214373, 
-0.2460765391588211, -1.4222315549850464, 0.41458048471099923, 1696621375835178168, 
-0.2260323315858841, -1.4137765169143677, 0.4140542419646175, 1696621375885193057, 
-0.20644104480743408, -1.4052481651306152, 0.41349169359961163, 1696621375935145767, 
-0.1870233416557312, -1.3967992067337036, 0.4127636847094415, 1696621375986571515, 
-0.16848300397396088, -1.3888404369354248, 0.41188906853019874, 1696621376032848479, 
-0.14384493231773376, -1.3779722452163696, 0.41194863529419795, 1696621376095205721, 
-0.12373672425746918, -1.369348168373108, 0.41172205880748625, 1696621376146311358, 
-0.10567376762628555, -1.3613680601119995, 0.4106221969827593, 1696621376191300635, 
-0.0882074311375618, -1.3539769649505615, 0.4099124988904009, 1696621376235195055, 
-0.06853597611188889, -1.345439076423645, 0.40935674617766044, 1696621376285197713, 
-0.04879773035645485, -1.3367806673049927, 0.4096760733806257, 1696621376335145442, 
-0.02887948974967003, -1.328291416168213, 0.4095435461204237, 1696621376385258651, 
-0.010910597629845142, -1.3204385042190552, 0.4093699927827075, 1696621376431989825, 
0.014683855697512627, -1.3096824884414673, 0.41005453409703907, 1696621376495218816, 
0.03444274887442589, -1.3013981580734253, 0.41019396917084766, 1696621376545224507, 
0.053948916494846344, -1.292816400527954, 0.408427737138308, 1696621376597236375, 
0.0702163353562355, -1.286003589630127, 0.40800569703360956, 1696621376635208393, 
0.08979266881942749, -1.2774635553359985, 0.4075039745204846, 1696621376685195027, 
0.10992572456598282, -1.2690391540527344, 0.4064564865227099, 1696621376735183998, 
0.12982061505317688, -1.2604070901870728, 0.40518830767120123, 1696621376785315527, 
0.15344448387622833, -1.250300645828247, 0.4032394429769076, 1696621376845810705, 
0.1734069585800171, -1.2420998811721802, 0.4018364326781644, 1696621376895274182, 
0.19298498332500458, -1.2335878610610962, 0.4011369459951553, 1696621376945250144, 
0.2131231725215912, -1.2252824306488037, 0.401137103613174, 1696621376996288420, 
0.22904248535633087, -1.2186044454574585, 0.4005473558981294, 1696621377036503783, 
0.24889126420021057, -1.2102198600769043, 0.39805425156064717, 1696621377085376922, 
0.2688005864620209, -1.2018364667892456, 0.39669470696161657, 1696621377135323193, 
0.2886449098587036, -1.1935222148895264, 0.395939867408669, 1696621377185275197, 
0.3087822198867798, -1.1852508783340454, 0.39511184036485203, 1696621377235242102, 
0.33285391330718994, -1.174951195716858, 0.3942717096123945, 1696621377295552442, 
0.3526145815849304, -1.1667280197143555, 0.39322844959406983, 1696621377345646621, 
0.37263593077659607, -1.1587172746658325, 0.3924608492289211, 1696621377396241901, 
0.38982295989990234, -1.1514451503753662, 0.39002181018230386, 1696621377439621519, 
0.4098373055458069, -1.1433796882629395, 0.39065276287301853, 1696621377489234068, 
0.42686453461647034, -1.1362638473510742, 0.39134289469274186, 1696621377531930887, 
0.4467209279537201, -1.1282702684402466, 0.39117453045191386, 1696621377581332842, 
0.46665647625923157, -1.1200515031814575, 0.3900504184052669, 1696621377631197736, 
0.4905153512954712, -1.110164999961853, 0.3890026409601885, 1696621377691651873, 
0.5102540850639343, -1.1022112369537354, 0.3869143770695076, 1696621377740605469, 
0.5318254232406616, -1.0932990312576294, 0.3860739937752119, 1696621377795589507, 
0.5479004979133606, -1.0868439674377441, 0.38607402517504774, 1696621377836729732, 
0.5680345892906189, -1.0787066221237183, 0.3851156309072492, 1696621377885471423, 
0.587949275970459, -1.0708644390106201, 0.3821021904231134, 1696621377935335241, 
0.6078729629516602, -1.0630379915237427, 0.3797301799176241, 1696621377985459286, 
0.6278303265571594, -1.05526602268219, 0.37853682252510173, 1696621378035662092, 
0.6523689031600952, -1.045745611190796, 0.3782289887774979, 1696621378096750342, 
0.6725925803184509, -1.037700891494751, 0.3782288215641693, 1696621378145364661, 
0.6928732991218567, -1.0295867919921875, 0.3774286677035728, 1696621378195259690, 
0.7089537978172302, -1.0231696367263794, 0.37689825188707443, 1696621378236196489, 
0.7288858890533447, -1.0153318643569946, 0.375888332411564, 1696621378285234409, 
