x, y, th, stamp, 
1.0241838693618774, -0.9002118110656738, 0.14938499489013196, 1696621398036693192, 
0.9943995475769043, -0.9098950028419495, 0.126378486863887, 1696621398096862349, 
0.9723542928695679, -0.9174520373344421, 0.09425999966303567, 1696621398146720332, 
0.9500870108604431, -0.9253486394882202, 0.05692091529315325, 1696621398196442841, 
0.9317527413368225, -0.9320175051689148, 0.031166126728890353, 1696621398236477607, 
0.9102874398231506, -0.9399719834327698, -0.0053209034006286345, 1696621398287682295, 
0.889556348323822, -0.949256420135498, -0.026721194590717683, 1696621398338420849, 
0.867533266544342, -0.9600833058357239, -0.032140354279371494, 1696621398385655269, 
0.837266206741333, -0.9746213555335999, -0.03427246470956849, 1696621398448710122, 
0.8103312253952026, -0.9850724935531616, -0.03869018049428458, 1696621398499526520, 
0.7816322445869446, -0.9952989220619202, -0.04350039508027172, 1696621398545331194, 
0.7498173713684082, -1.0054205656051636, -0.048635231225479546, 1696621398595485394, 
0.7219398617744446, -1.0138611793518066, -0.047386010954186125, 1696621398638465523, 
0.6880833506584167, -1.0243436098098755, -0.03966721359655717, 1696621398687353212, 
0.6548338532447815, -1.0350568294525146, -0.019207006994317852, 1696621398737405881, 
0.6237204670906067, -1.0473780632019043, 0.032104550432009764, 1696621398785600733, 
0.5934350490570068, -1.0650238990783691, 0.10904117800357611, 1696621398835545364, 
0.5676127672195435, -1.082934021949768, 0.17850296669088023, 1696621398877947360, 
0.5556734204292297, -1.091728925704956, 0.22690520081434662, 1696621398926898584, 
0.5324246883392334, -1.1076867580413818, 0.18635355739218026, 1696621398995717247, 
0.5233537554740906, -1.110626220703125, 0.11817793057148913, 1696621399037673914, 
0.514682412147522, -1.1101845502853394, 0.04026210837042989, 1696621399087636877, 
0.5072188377380371, -1.1104342937469482, -0.013357632806392308, 1696621399137721602, 
0.5041366219520569, -1.1120021343231201, -0.03471879406708696, 1696621399184437150, 
0.5052506327629089, -1.1113454103469849, -0.037047547174530626, 1696621399234998531, 
0.5071372985839844, -1.1107923984527588, -0.02922100523530267, 1696621399276518108, 
