acc_x, acc_y, angular_z, stamp, 
-2.5097150802612305, -0.8518272042274475, 0.30431420579148005, 1696621397956140899, 
-2.1645169258117676, -0.6780165433883667, 0.2197685483072322, 1696621397966861458, 
-1.253068447113037, -1.0361782312393188, 0.25411688200673915, 1696621397976868218, 
-0.7170723676681519, 0.06962531805038452, 0.22628406982338672, 1696621397986827773, 
-0.3420429229736328, -0.25767189264297485, 0.1309302521850353, 1696621397998357998, 
0.15289700031280518, -0.26521003246307373, 0.045293766721813004, 1696621398006883996, 
0.11313903331756592, 0.15381568670272827, -0.10132833411993315, 1696621398016879726, 
0.12308281660079956, -0.3001607656478882, -0.18826293635604796, 1696621398029665095, 
0.44455987215042114, -0.19459956884384155, -0.4750978256710779, 1696621398036817419, 
0.3494289517402649, -1.2178127765655518, -0.36185253786402205, 1696621398047306087, 
0.2253648042678833, -0.3558775782585144, -0.3964132227947807, 1696621398056814003, 
0.21457034349441528, -0.19371169805526733, -0.3552315698038388, 1696621398066813935, 
0.533490002155304, -0.5911746025085449, -0.2954401402566712, 1696621398078261556, 
0.645844578742981, 0.3386514186859131, -0.40153495977245685, 1696621398086775941, 
0.3305692672729492, -0.16822224855422974, -0.37100551883462995, 1696621398096843505, 
0.15562784671783447, 0.4819045662879944, -0.3344763652391289, 1696621398109972616, 
0.23174846172332764, -0.05432194471359253, -0.7784115411241569, 1696621398116840061, 
0.38465940952301025, -0.2101675271987915, -0.6276410401832767, 1696621398126835787, 
0.26411259174346924, 0.32861244678497314, -0.7047015093490576, 1696621398136896666, 
0.004293680191040039, -0.2814478278160095, -0.8521258003628288, 1696621398146057702, 
-1.1675708293914795, -1.0515618324279785, -0.7773943624585328, 1696621398166802937, 
-1.3187612295150757, -0.7286722660064697, -0.7335756066420948, 1696621398176859291, 
-0.9498884677886963, -0.6326035261154175, -0.5407222745504009, 1696621398189090928, 
-0.5517853498458862, -0.4956228733062744, -0.777104327323221, 1696621398196827464, 
-0.09960079193115234, 0.22149723768234253, -0.5755591594783016, 1696621398206788745, 
0.23487257957458496, -0.10145938396453857, -0.578698830779808, 1696621398216897415, 
0.36571991443634033, 0.29348886013031006, -0.6335363595657523, 1696621398226767652, 
0.2235790491104126, 0.2443978190422058, -0.5956860038704046, 1696621398238228553, 
0.13895738124847412, -0.062090277671813965, -0.8519393223905065, 1696621398246783617, 
0.25053632259368896, 0.2018643021583557, -0.7578586358823391, 1696621398256779336, 
0.24154949188232422, -0.055752575397491455, -0.6117214161217548, 1696621398269015795, 
0.2572441101074219, -0.22243207693099976, -0.9077908056376712, 1696621398276711234, 
-0.13258492946624756, 0.23192906379699707, -0.6330164948478629, 1696621398286717615, 
